AlertId,Timestamp,SourceNodeId,SourceNodeType,AlertType,Severity,Description,OpticalPowerDbm,BitErrorRate,CPUUtilPct,PacketLossPct
ALT-20260206-002770,2026-02-06T10:04:50.439Z,AGG-MEL-EAST-01,AggSwitch,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.76% — transient microloop,-3.0,5.065e-12,41.7,0.76
ALT-20260206-002256,2026-02-06T10:05:18.004Z,GNB-SYD-2042,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.5,6.921e-12,21.9,0.042
ALT-20260206-001642,2026-02-06T10:05:54.759Z,LINK-BNE-AGG-SOUTH-01,TransportLink,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-2.7,5.695e-12,16.2,0.016
ALT-20260206-001876,2026-02-06T10:05:54.950Z,CORE-BNE-01,CoreRouter,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.7% — transient microloop,-2.6,2.4e-13,18.9,0.7
ALT-20260206-000034,2026-02-06T10:07:53.695Z,GNB-BNE-4012,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.4,5.083e-12,40.5,0.003
ALT-20260206-002480,2026-02-06T10:08:23.866Z,LINK-SYD-BNE-FIBRE-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.6,8.856e-12,23.4,0.003
ALT-20260206-000906,2026-02-06T10:11:25.534Z,LINK-SYD-AGG-SOUTH-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.1,5.898e-12,28.2,0.048
ALT-20260206-000259,2026-02-06T10:11:34.041Z,LINK-MEL-AGG-EAST-01,TransportLink,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-3.4,1.389e-12,21.2,0.016
ALT-20260206-001932,2026-02-06T10:12:31.954Z,GNB-BNE-4011,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.52% — transient microloop,-2.7,6.674e-12,43.1,0.52
ALT-20260206-002498,2026-02-06T10:13:33.830Z,LINK-BNE-AGG-CENTRAL-01,TransportLink,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-2.5,2.986e-12,42.5,0.027
ALT-20260206-002868,2026-02-06T10:14:16.977Z,LINK-BNE-AGG-SOUTH-01,TransportLink,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-3.0,6.846e-12,22.5,0.006
ALT-20260206-000118,2026-02-06T10:15:55.856Z,GNB-BNE-4012,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.72% — transient microloop,-2.6,2.77e-12,38.7,0.72
ALT-20260206-002840,2026-02-06T10:16:31.066Z,LINK-MEL-AGG-WEST-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.8,7.926e-12,45.0,0.006
ALT-20260206-001468,2026-02-06T10:17:34.512Z,CORE-MEL-01,CoreRouter,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.18% — transient microloop,-2.7,7.38e-13,37.9,0.18
ALT-20260206-002687,2026-02-06T10:17:48.666Z,CORE-SYD-01,CoreRouter,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.43% — transient microloop,-2.7,1.13e-13,26.2,0.43
ALT-20260206-001762,2026-02-06T10:19:45.955Z,LINK-SYD-BNE-FIBRE-01,TransportLink,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-2.5,6.02e-13,27.3,0.007
ALT-20260206-000029,2026-02-06T10:20:27.436Z,GNB-MEL-3021,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.17% — transient microloop,-2.8,5.41e-12,15.4,0.17
ALT-20260206-000183,2026-02-06T10:23:20.138Z,LINK-SYD-MEL-FIBRE-02,TransportLink,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-2.9,6.249e-12,40.9,0.031
ALT-20260206-001109,2026-02-06T10:23:20.373Z,LINK-BNE-AGG-CENTRAL-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.23% — transient microloop,-3.1,3.749e-12,33.0,0.23
ALT-20260206-001341,2026-02-06T10:23:21.404Z,AGG-SYD-NORTH-01,AggSwitch,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.0,3.641e-12,23.6,0.02
ALT-20260206-000530,2026-02-06T10:24:02.235Z,LINK-MEL-AGG-WEST-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.58% — transient microloop,-3.3,8.154e-12,18.1,0.58
ALT-20260206-001661,2026-02-06T10:24:37.110Z,AGG-MEL-EAST-01,AggSwitch,HIGH_CPU,WARNING,CPU utilization 63.0% — routine process spike,-3.5,8.3e-12,63.0,0.033
ALT-20260206-001947,2026-02-06T10:25:09.905Z,LINK-MEL-BNE-FIBRE-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.0,5.397e-12,35.4,0.044
ALT-20260206-002787,2026-02-06T10:27:30.114Z,LINK-BNE-AGG-CENTRAL-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.65% — transient microloop,-2.7,2.069e-12,29.9,0.65
ALT-20260206-001280,2026-02-06T10:27:41.794Z,CORE-BNE-01,CoreRouter,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.31% — transient microloop,-3.0,7.612e-12,31.0,0.31
ALT-20260206-001873,2026-02-06T10:31:04.785Z,CORE-SYD-01,CoreRouter,HIGH_CPU,WARNING,CPU utilization 61.1% — routine process spike,-3.3,4.707e-12,61.1,0.035
ALT-20260206-000699,2026-02-06T10:31:40.648Z,LINK-BNE-AGG-SOUTH-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.5,6.941e-12,18.3,0.023
ALT-20260206-001990,2026-02-06T10:31:58.167Z,GNB-SYD-2042,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.9,3.492e-12,24.2,0.041
ALT-20260206-001289,2026-02-06T10:33:21.368Z,AGG-BNE-SOUTH-01,AggSwitch,HIGH_CPU,WARNING,CPU utilization 67.8% — routine process spike,-3.3,8.236e-12,67.8,0.0
ALT-20260206-002912,2026-02-06T10:33:33.979Z,LINK-MEL-AGG-WEST-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.8,6.172e-12,37.5,0.003
ALT-20260206-000635,2026-02-06T10:37:37.646Z,GNB-MEL-3012,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.53% — transient microloop,-3.1,9.072e-12,17.4,0.53
ALT-20260206-001604,2026-02-06T10:43:09.225Z,CORE-BNE-01,CoreRouter,HIGH_CPU,WARNING,CPU utilization 73.4% — routine process spike,-3.3,8.73e-13,73.4,0.031
ALT-20260206-002337,2026-02-06T10:44:32.383Z,LINK-SYD-AGG-SOUTH-01,TransportLink,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-2.9,3.459e-12,38.4,0.029
ALT-20260206-002105,2026-02-06T10:44:49.214Z,GNB-SYD-2041,BaseStation,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-3.4,3.339e-12,37.2,0.007
ALT-20260206-000773,2026-02-06T10:45:03.965Z,LINK-SYD-MEL-FIBRE-02,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.4,5.965e-12,24.8,0.005
ALT-20260206-002497,2026-02-06T10:45:20.616Z,GNB-BNE-4012,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.0,9.677e-12,24.5,0.011
ALT-20260206-000872,2026-02-06T10:45:43.933Z,LINK-MEL-AGG-WEST-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.76% — transient microloop,-2.6,1.569e-12,44.1,0.76
ALT-20260206-002084,2026-02-06T10:45:46.471Z,LINK-MEL-AGG-EAST-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.3,2.93e-12,22.7,0.008
ALT-20260206-001937,2026-02-06T10:48:53.270Z,AGG-MEL-EAST-01,AggSwitch,HIGH_CPU,WARNING,CPU utilization 57.3% — routine process spike,-2.8,4.558e-12,57.3,0.035
ALT-20260206-001176,2026-02-06T10:49:10.058Z,AGG-MEL-EAST-01,AggSwitch,HIGH_CPU,WARNING,CPU utilization 70.3% — routine process spike,-2.5,7.715e-12,70.3,0.017
ALT-20260206-002776,2026-02-06T10:49:12.561Z,GNB-SYD-2041,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.3,3.967e-12,32.6,0.029
ALT-20260206-001309,2026-02-06T10:51:36.255Z,LINK-BNE-AGG-CENTRAL-01,TransportLink,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-2.7,7.891e-12,40.9,0.049
ALT-20260206-000505,2026-02-06T10:52:23.385Z,GNB-SYD-2042,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.5,6.72e-12,42.2,0.042
ALT-20260206-000039,2026-02-06T10:52:49.627Z,CORE-BNE-01,CoreRouter,HIGH_CPU,WARNING,CPU utilization 62.4% — routine process spike,-3.3,8.339e-12,62.4,0.031
ALT-20260206-000715,2026-02-06T10:54:28.575Z,LINK-MEL-BNE-FIBRE-01,TransportLink,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-3.2,7.793e-12,18.2,0.009
ALT-20260206-000288,2026-02-06T10:54:29.942Z,CORE-MEL-01,CoreRouter,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.39% — transient microloop,-2.7,7.661e-12,44.3,0.39
ALT-20260206-001997,2026-02-06T10:55:37.269Z,GNB-BNE-4011,BaseStation,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-2.6,5.511e-12,39.6,0.026
ALT-20260206-000119,2026-02-06T10:56:01.832Z,GNB-BNE-4012,BaseStation,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-2.7,2.836e-12,24.0,0.029
ALT-20260206-001116,2026-02-06T11:00:04.857Z,GNB-SYD-2043,BaseStation,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-2.9,1.352e-12,17.5,0.022
ALT-20260206-002673,2026-02-06T11:00:46.890Z,AGG-MEL-EAST-01,AggSwitch,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.14% — transient microloop,-3.1,5.421e-12,31.1,0.14
ALT-20260206-002297,2026-02-06T11:03:49.168Z,GNB-MEL-3012,BaseStation,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-2.6,7.89e-12,36.6,0.015
ALT-20260206-002615,2026-02-06T11:04:14.503Z,LINK-SYD-AGG-NORTH-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.36% — transient microloop,-3.1,7.207e-12,17.2,0.36
ALT-20260206-000951,2026-02-06T11:04:51.195Z,GNB-SYD-2043,BaseStation,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-2.8,8.215e-12,15.6,0.048
ALT-20260206-002235,2026-02-06T11:05:43.549Z,GNB-SYD-2042,BaseStation,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-2.8,1.721e-12,25.3,0.048
ALT-20260206-001402,2026-02-06T11:07:13.347Z,AGG-SYD-NORTH-01,AggSwitch,HIGH_CPU,WARNING,CPU utilization 59.5% — routine process spike,-2.7,1.396e-12,59.5,0.043
ALT-20260206-000595,2026-02-06T11:07:19.388Z,LINK-SYD-AGG-NORTH-01,TransportLink,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-3.1,4.213e-12,41.2,0.035
ALT-20260206-000726,2026-02-06T11:07:40.303Z,LINK-SYD-AGG-SOUTH-01,TransportLink,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-3.4,4.141e-12,28.5,0.009
ALT-20260206-002781,2026-02-06T11:07:48.183Z,LINK-MEL-AGG-WEST-01,TransportLink,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-3.2,7.513e-12,42.0,0.033
ALT-20260206-000193,2026-02-06T11:08:11.347Z,GNB-SYD-2041,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.36% — transient microloop,-2.7,8.134e-12,35.1,0.36
ALT-20260206-002478,2026-02-06T11:08:29.759Z,CORE-MEL-01,CoreRouter,HIGH_CPU,WARNING,CPU utilization 67.6% — routine process spike,-3.3,7.044e-12,67.6,0.014
ALT-20260206-001167,2026-02-06T11:09:04.271Z,AGG-SYD-SOUTH-01,AggSwitch,HIGH_CPU,WARNING,CPU utilization 58.5% — routine process spike,-3.0,7.954e-12,58.5,0.025
ALT-20260206-000041,2026-02-06T11:11:11.656Z,AGG-SYD-SOUTH-01,AggSwitch,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.18% — transient microloop,-3.4,5.537e-12,23.2,0.18
ALT-20260206-002319,2026-02-06T11:13:46.523Z,GNB-MEL-3021,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.45% — transient microloop,-2.6,4.389e-12,35.5,0.45
ALT-20260206-001108,2026-02-06T11:18:25.375Z,LINK-BNE-AGG-CENTRAL-01,TransportLink,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-2.6,8.785e-12,17.0,0.007
ALT-20260206-002503,2026-02-06T11:19:12.411Z,AGG-SYD-NORTH-01,AggSwitch,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.5,2.01e-13,24.9,0.015
ALT-20260206-002667,2026-02-06T11:19:43.184Z,AGG-MEL-EAST-01,AggSwitch,HIGH_CPU,WARNING,CPU utilization 69.7% — routine process spike,-2.9,2.591e-12,69.7,0.012
ALT-20260206-001061,2026-02-06T11:19:46.174Z,AGG-SYD-NORTH-01,AggSwitch,HIGH_CPU,WARNING,CPU utilization 59.1% — routine process spike,-2.7,5.864e-12,59.1,0.038
ALT-20260206-002194,2026-02-06T11:19:50.570Z,LINK-SYD-BNE-FIBRE-01,TransportLink,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-3.0,7.44e-13,28.5,0.017
ALT-20260206-001126,2026-02-06T11:20:54.632Z,GNB-MEL-3012,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.1,8.531e-12,15.9,0.007
ALT-20260206-000423,2026-02-06T11:22:02.823Z,CORE-MEL-01,CoreRouter,HIGH_CPU,WARNING,CPU utilization 73.5% — routine process spike,-3.1,7.247e-12,73.5,0.019
ALT-20260206-002504,2026-02-06T11:22:31.744Z,LINK-SYD-AGG-NORTH-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.4,7.03e-12,20.0,0.001
ALT-20260206-002541,2026-02-06T11:23:05.824Z,GNB-BNE-4012,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.44% — transient microloop,-3.3,5.096e-12,25.0,0.44
ALT-20260206-000011,2026-02-06T11:24:05.073Z,LINK-SYD-AGG-SOUTH-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.3,4.997e-12,41.5,0.032
ALT-20260206-000335,2026-02-06T11:28:20.160Z,LINK-MEL-AGG-EAST-01,TransportLink,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-3.0,6.171e-12,28.7,0.007
ALT-20260206-001725,2026-02-06T11:29:13.105Z,CORE-MEL-01,CoreRouter,HIGH_CPU,WARNING,CPU utilization 65.8% — routine process spike,-2.5,3.281e-12,65.8,0.012
ALT-20260206-002273,2026-02-06T11:30:56.039Z,GNB-MEL-3011,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.5,1.727e-12,43.4,0.011
ALT-20260206-000855,2026-02-06T11:31:53.922Z,LINK-SYD-AGG-NORTH-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.6,1.119e-12,26.0,0.031
ALT-20260206-000967,2026-02-06T11:34:15.809Z,LINK-BNE-AGG-SOUTH-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.2,4.947e-12,18.9,0.043
ALT-20260206-000146,2026-02-06T11:34:56.466Z,GNB-SYD-2041,BaseStation,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-3.4,2.356e-12,31.1,0.019
ALT-20260206-001387,2026-02-06T11:35:12.818Z,AGG-MEL-WEST-01,AggSwitch,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.22% — transient microloop,-2.8,8.874e-12,23.4,0.22
ALT-20260206-001244,2026-02-06T11:35:44.812Z,GNB-MEL-3011,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.2,7.416e-12,44.0,0.027
ALT-20260206-000235,2026-02-06T11:38:53.872Z,GNB-BNE-4012,BaseStation,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-2.7,2.514e-12,34.1,0.028
ALT-20260206-000433,2026-02-06T11:39:08.564Z,LINK-SYD-MEL-FIBRE-02,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.49% — transient microloop,-3.3,9.88e-12,41.4,0.49
ALT-20260206-000101,2026-02-06T11:39:14.679Z,AGG-MEL-WEST-01,AggSwitch,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.3,6.608e-12,19.7,0.009
ALT-20260206-002848,2026-02-06T11:40:37.934Z,LINK-BNE-AGG-SOUTH-01,TransportLink,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-3.1,5.405e-12,18.4,0.002
ALT-20260206-002124,2026-02-06T11:42:14.472Z,GNB-BNE-4012,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.75% — transient microloop,-3.4,7.215e-12,30.7,0.75
ALT-20260206-001375,2026-02-06T11:42:50.417Z,AGG-MEL-WEST-01,AggSwitch,HIGH_CPU,WARNING,CPU utilization 56.9% — routine process spike,-3.1,6.293e-12,56.9,0.001
ALT-20260206-002484,2026-02-06T11:43:08.114Z,CORE-BNE-01,CoreRouter,HIGH_CPU,WARNING,CPU utilization 66.5% — routine process spike,-2.5,6.108e-12,66.5,0.044
ALT-20260206-001657,2026-02-06T11:43:13.502Z,AGG-SYD-NORTH-01,AggSwitch,HIGH_CPU,WARNING,CPU utilization 62.9% — routine process spike,-3.3,1.115e-12,62.9,0.043
ALT-20260206-000459,2026-02-06T11:44:00.608Z,AGG-MEL-EAST-01,AggSwitch,HIGH_CPU,WARNING,CPU utilization 71.2% — routine process spike,-3.4,4.24e-12,71.2,0.022
ALT-20260206-002119,2026-02-06T11:44:16.452Z,GNB-MEL-3012,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.2,4.339e-12,19.8,0.039
ALT-20260206-002751,2026-02-06T11:46:03.517Z,AGG-BNE-SOUTH-01,AggSwitch,HIGH_CPU,WARNING,CPU utilization 67.0% — routine process spike,-2.6,3.94e-12,67.0,0.017
ALT-20260206-001545,2026-02-06T11:49:44.838Z,LINK-MEL-AGG-EAST-01,TransportLink,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-3.3,4.349e-12,29.7,0.031
ALT-20260206-001170,2026-02-06T11:50:19.903Z,GNB-SYD-2043,BaseStation,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-3.1,4.712e-12,27.7,0.03
ALT-20260206-002200,2026-02-06T11:56:04.565Z,LINK-MEL-AGG-WEST-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.28% — transient microloop,-3.2,5.3e-13,27.9,0.28
ALT-20260206-002148,2026-02-06T11:58:46.142Z,GNB-MEL-3012,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.9,7.949e-12,23.4,0.013
ALT-20260206-002323,2026-02-06T12:00:18.665Z,LINK-MEL-AGG-EAST-01,TransportLink,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-2.6,8.677e-12,15.7,0.007
ALT-20260206-001800,2026-02-06T12:02:23.053Z,AGG-BNE-SOUTH-01,AggSwitch,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.2,8.966e-12,15.8,0.03
ALT-20260206-001811,2026-02-06T12:05:33.012Z,AGG-MEL-WEST-01,AggSwitch,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.9,1.826e-12,21.6,0.017
ALT-20260206-000516,2026-02-06T12:05:42.676Z,GNB-SYD-2042,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.47% — transient microloop,-2.8,9.61e-13,34.9,0.47
ALT-20260206-000620,2026-02-06T12:05:46.223Z,GNB-BNE-4011,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.1% — transient microloop,-2.6,9.58e-12,40.4,0.1
ALT-20260206-001284,2026-02-06T12:05:50.739Z,CORE-MEL-01,CoreRouter,HIGH_CPU,WARNING,CPU utilization 69.8% — routine process spike,-3.1,6.85e-12,69.8,0.049
ALT-20260206-001789,2026-02-06T12:06:43.607Z,LINK-BNE-AGG-SOUTH-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.9,9.708e-12,24.7,0.011
ALT-20260206-001913,2026-02-06T12:06:49.554Z,AGG-SYD-NORTH-01,AggSwitch,HIGH_CPU,WARNING,CPU utilization 72.4% — routine process spike,-2.9,3.695e-12,72.4,0.036
ALT-20260206-000529,2026-02-06T12:07:06.027Z,AGG-SYD-SOUTH-01,AggSwitch,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.1% — transient microloop,-2.8,5.537e-12,28.0,0.1
ALT-20260206-002276,2026-02-06T12:07:19.369Z,LINK-SYD-MEL-FIBRE-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.5,3.211e-12,29.6,0.034
ALT-20260206-002400,2026-02-06T12:07:51.849Z,LINK-MEL-AGG-EAST-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.71% — transient microloop,-3.0,5.516e-12,17.9,0.71
ALT-20260206-002726,2026-02-06T12:08:10.580Z,AGG-SYD-NORTH-01,AggSwitch,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.74% — transient microloop,-2.8,3.53e-12,32.8,0.74
ALT-20260206-000862,2026-02-06T12:08:30.877Z,AGG-SYD-NORTH-01,AggSwitch,HIGH_CPU,WARNING,CPU utilization 60.5% — routine process spike,-2.8,4.968e-12,60.5,0.026
ALT-20260206-001713,2026-02-06T12:10:22.274Z,GNB-SYD-2043,BaseStation,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-2.8,2.156e-12,24.6,0.011
ALT-20260206-000078,2026-02-06T12:10:38.884Z,CORE-MEL-01,CoreRouter,HIGH_CPU,WARNING,CPU utilization 74.0% — routine process spike,-3.3,2.14e-13,74.0,0.006
ALT-20260206-002109,2026-02-06T12:10:40.041Z,LINK-SYD-AGG-NORTH-01,TransportLink,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-3.3,4.085e-12,35.4,0.044
ALT-20260206-000262,2026-02-06T12:10:48.949Z,AGG-BNE-SOUTH-01,AggSwitch,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.2,9.415e-12,44.5,0.039
ALT-20260206-001473,2026-02-06T12:12:07.893Z,LINK-MEL-AGG-EAST-01,TransportLink,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-3.0,1.909e-12,21.2,0.041
ALT-20260206-000081,2026-02-06T12:13:31.309Z,GNB-MEL-3011,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.24% — transient microloop,-2.9,8.307e-12,22.3,0.24
ALT-20260206-002608,2026-02-06T12:14:06.576Z,GNB-MEL-3011,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.1,8.212e-12,33.5,0.05
ALT-20260206-001088,2026-02-06T12:15:33.708Z,LINK-BNE-AGG-SOUTH-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.68% — transient microloop,-3.0,2.375e-12,17.2,0.68
ALT-20260206-001157,2026-02-06T12:16:18.804Z,LINK-SYD-BNE-FIBRE-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.5,6.966e-12,35.3,0.049
ALT-20260206-001760,2026-02-06T12:16:23.091Z,GNB-MEL-3011,BaseStation,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-3.1,5.222e-12,27.6,0.024
ALT-20260206-000858,2026-02-06T12:16:32.219Z,AGG-MEL-WEST-01,AggSwitch,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.7,3.211e-12,41.9,0.025
ALT-20260206-002032,2026-02-06T12:18:12.232Z,AGG-BNE-CENTRAL-01,AggSwitch,HIGH_CPU,WARNING,CPU utilization 72.9% — routine process spike,-2.6,2.961e-12,72.9,0.023
ALT-20260206-001708,2026-02-06T12:18:34.259Z,LINK-SYD-AGG-SOUTH-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.3,9.869e-12,32.6,0.003
ALT-20260206-001633,2026-02-06T12:19:11.057Z,GNB-MEL-3011,BaseStation,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-2.7,3.037e-12,22.8,0.032
ALT-20260206-001868,2026-02-06T12:20:46.934Z,AGG-MEL-WEST-01,AggSwitch,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.2,7.117e-12,43.5,0.004
ALT-20260206-002890,2026-02-06T12:23:00.664Z,CORE-BNE-01,CoreRouter,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.8% — transient microloop,-3.0,1.64e-12,24.5,0.8
ALT-20260206-002740,2026-02-06T12:23:15.622Z,CORE-MEL-01,CoreRouter,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.38% — transient microloop,-2.9,9.018e-12,15.5,0.38
ALT-20260206-000323,2026-02-06T12:24:11.922Z,LINK-SYD-MEL-FIBRE-02,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.63% — transient microloop,-2.8,3.989e-12,17.3,0.63
ALT-20260206-001732,2026-02-06T12:24:31.272Z,AGG-SYD-NORTH-01,AggSwitch,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.35% — transient microloop,-3.2,6.62e-13,43.4,0.35
ALT-20260206-000349,2026-02-06T12:25:02.193Z,AGG-SYD-NORTH-01,AggSwitch,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.4,3.126e-12,28.7,0.01
ALT-20260206-001423,2026-02-06T12:26:42.310Z,LINK-SYD-AGG-NORTH-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.1,2.18e-13,44.2,0.044
ALT-20260206-002871,2026-02-06T12:28:40.803Z,GNB-SYD-2041,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.5,1.899e-12,22.8,0.042
ALT-20260206-000607,2026-02-06T12:30:52.385Z,CORE-MEL-01,CoreRouter,HIGH_CPU,WARNING,CPU utilization 67.8% — routine process spike,-3.1,2.025e-12,67.8,0.04
